"","UserId","0h-2h","2h-4h","4h-6h","6h-8h","8h-10h","10h-12h","12h-14h","14h-16h","16h-18h","18h-20h","20h-22h","22h-0h"
"2729","AARIJ/IxNoA=",0,0,0,24.7058823529412,64.7058823529412,0,10.5882352941176,0,0,0,0,0
"2730","AAREbPIxNoA=",0,0,0,0,26.7605633802817,12.6760563380282,39.4366197183099,14.0845070422535,7.04225352112676,0,0,0
"2731","AATzc/IxNoA=",0,0,0,30.8219178082192,16.4383561643836,21.9178082191781,0,30.8219178082192,0,0,0,0
"2732","WeCc339NMmE=",0,0,0,0,0,22.2972972972973,52.027027027027,25.6756756756757,0,0,0,0
"2733","AATtvSp1M4A=",0,0,0,13.4831460674157,20.2247191011236,52.8089887640449,0,0,13.4831460674157,0,0,0
"2734","AASEQvIxNoA=",0,0,1.43884892086331,7.9136690647482,27.3381294964029,19.0647482014388,25.5395683453237,14.7482014388489,2.15827338129496,1.79856115107914,0,0
"2735","AASAQ/IxNoA=",0,0,0,0,40,60,0,0,0,0,0,0
"2736","AAQpuip1M4A=",0,0,38.6363636363636,42.4242424242424,11.3636363636364,0.757575757575758,0,3.78787878787879,0,0,3.03030303030303,0
"2737","AAQ+efIxNoA=",7.6271186440678,13.135593220339,0,17.7966101694915,4.23728813559322,0,0,5.08474576271186,52.1186440677966,0,0,0
"2738","AAQgavIxNoA=",0,0,14.1304347826087,0,30.4347826086957,0,0,48.9130434782609,6.52173913043478,0,0,0
"2739","SYzn2WVKaWE=",0,0,0,0,31.0810810810811,0,68.9189189189189,0,0,0,0,0
"2740","AASKV/IxNoA=",0,0,0,0,57.8947368421053,0,42.1052631578947,0,0,0,0,0
"2741","bt9RdH84HGE=",0,0,0,3.37349397590361,7.71084337349398,0,18.5542168674699,39.0361445783133,31.3253012048193,0,0,0
"2742","AATzavIxNoA=",0,0,0,0,29.5081967213115,8.19672131147541,0,42.6229508196721,19.672131147541,0,0,0
"2743","AAReaPIxNoA=",0,0,0,0,0,61.038961038961,2.5974025974026,36.3636363636364,0,0,0,0
"2744","AATedPIxNoA=",0,0,0,0,20.5405405405405,56.2162162162162,0,0,14.3243243243243,8.91891891891892,0,0
"2745","bkN/DdTejmE=",0,0,0,0,0,38.8235294117647,30.5882352941176,30.5882352941176,0,0,0,0
"2746","AATJcPIxNoA=",0,0,0,61.5384615384615,7.69230769230769,15.3846153846154,11.5384615384615,3.84615384615385,0,0,0,0
"2747","AARsd/IxNoA=",0,0,0,0,0,0,12.2448979591837,35.7142857142857,52.0408163265306,0,0,0
"2748","ABx38jE2gA==",0,0,0,0,0,0,0,0,100,0,0,0
"2749","bhZf5gSXsmE=",0,0,0,30.327868852459,25.4098360655738,31.1475409836066,13.1147540983607,0,0,0,0,0
"2750","AARFvip1M4A=",0,0,0,9.85915492957746,69.0140845070423,0,21.1267605633803,0,0,0,0,0
"2751","AATTLPIxNoA=",0,0,0,0,0,51.1111111111111,0,6.66666666666667,20,0,22.2222222222222,0
"2752","AARiiip1M4A=",0,0,0,6.11111111111111,16.6666666666667,20.5555555555556,12.2222222222222,38.8888888888889,5.55555555555556,0,0,0
"2753","AASMKPIxNoA=",0,0,0,10.3678929765886,27.7591973244147,15.7190635451505,32.1070234113712,14.0468227424749,0,0,0,0
"2754","AARemip1M4A=",22.4137931034483,0,0,0,58.6206896551724,0,0,10.3448275862069,8.62068965517241,0,0,0
"2755","AAQtuip1M4E=",0,0,0,9.71428571428571,11.8095238095238,28.1904761904762,36.9523809523809,5.71428571428571,0,0,0,7.61904761904762
"2756","AAQOkCp1M4A=",0,0,0,0,14.5833333333333,10.4166666666667,29.1666666666667,25,20.8333333333333,0,0,0
"2757","dUxBYbwzQGE=",0,0,0,17.6056338028169,31.3380281690141,0,0,18.3098591549296,23.2394366197183,0,3.52112676056338,5.98591549295775
"2758","AARPNPIxNoA=",0,0,0,0,25.2032520325203,0,0,66.6666666666667,8.13008130081301,0,0,0
"2759","AAQElCp1M4A=",0,100,0,0,0,0,0,0,0,0,0,0
"2760","AAQHASIxMoA=",0,100,0,0,0,0,0,0,0,0,0,0
"2761","AAQCACIxMoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2762","AAQAlCp1M4A=",0,0,0,0,0,0,0,0,0,100,0,0
"2763","AATUjyp1M4A=",0,0,0,0,0,18.1818181818182,12.1212121212121,6.06060606060606,63.6363636363636,0,0,0
"2764","AARMIfIxNoA=",0,0,0,0,0,6.2015503875969,0,6.97674418604651,62.015503875969,8.52713178294574,16.2790697674419,0
"2765","AAQ2LvIxNoA=",0,0,1.12359550561798,3.37078651685393,4.49438202247191,0,0,2.24719101123596,21.3483146067416,49.438202247191,0,17.9775280898876
"2766","AASIuyp1M4A=",0,0,0,0,0,24.1379310344828,75.8620689655172,0,0,0,0,0
"2767","AARnO/IxNoA=",0,0,0,0,40.1360544217687,0,59.8639455782313,0,0,0,0,0
"2768","AAQFzyrESIE=",0,0,0,8.49785407725322,5.15021459227468,20.2575107296137,48.2403433476395,17.2532188841202,0.600858369098712,0,0,0
"2769","AASVkCp1M4A=",0,0,0,0,38.8297872340426,19.6808510638298,11.1702127659574,14.3617021276596,15.9574468085106,0,0,0
"2770","d3gRTWyGRWE=",0,0,23.5849056603774,0,49.0566037735849,0,27.3584905660377,0,0,0,0,0
"2771","cwkaOVZ+YGE=",0,0,0,22.1789883268482,40.4669260700389,29.1828793774319,0,0,8.17120622568093,0,0,0
"2772","smvl38slMGE=",0,0,0,48.3516483516484,0,0,1.0989010989011,50.5494505494505,0,0,0,0
"2773","AATZaPIxNoA=",0,0,0,0,29.9270072992701,0,0,38.6861313868613,31.3868613138686,0,0,0
"2774","bchIZqAYpmE=",0,0,21.8390804597701,0,9.57854406130268,1.14942528735632,0,2.68199233716475,64.7509578544061,0,0,0
"2775","AAReLPIxNoA=",0,0,0,40.7407407407407,0,11.1111111111111,0,48.1481481481481,0,0,0,0
"2776","AATNaPIxNoA=",0,0,0,0,41.5730337078652,0,0,0,0,58.4269662921348,0,0
"2777","AAQaUvIxNoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2778","AAQLUvIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2779","AASLXvIxNoA=",0,0,0,0,12.0879120879121,21.978021978022,0,0,65.9340659340659,0,0,0
"2780","AATza/IxNoA=",0,0,0,0,0,56.0283687943262,0,36.8794326241135,7.09219858156028,0,0,0
"2781","AAR5iip1M4A=",0,0,0,0,0,0,19.7183098591549,80.2816901408451,0,0,0,0
"2782","AARU3CrESIA=",0,0,0,0,36.4864864864865,0,0,63.5135135135135,0,0,0,0
"2783","AASWQKIBIgA=",100,0,0,0,0,0,0,0,0,0,0,0
"2784","AAQyCPIxNoA=",0,0,0,0,100,0,0,0,0,0,0,0
"2785","AASKBUIQNAA=",0,0,0,0,0,100,0,0,0,0,0,0
"2786","hiq7o6mNJ2E=",0,0,0,0,10.4854368932039,7.18446601941748,15.5339805825243,29.3203883495146,24.6601941747573,7.18446601941748,0,5.63106796116505
"2787","AASndvIxNoA=",0,0,0,0,39.6551724137931,20.6896551724138,0,0,39.6551724137931,0,0,0
"2788","AAQ4ACIxMoA=",0,0,0,0,0,100,0,0,0,0,0,0
"2789","AARogip1M4A=",0,0,0,0,0,0,100,0,0,0,0,0
"2790","AARERCIxMoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2791","AARkkip1M4A=",100,0,0,0,0,0,0,0,0,0,0,0
"2792","AASTiip1M4A=",0,0,0,0,0,65.2173913043478,34.7826086956522,0,0,0,0,0
"2793","AAQH7CrESIE=",0,0,0,0,5.45454545454545,16.969696969697,17.5757575757576,28.4848484848485,31.5151515151515,0,0,0
"2794","AAQHZPIxNoE=",0,0,0,0,100,0,0,0,0,0,0,0
"2795","LOI5s9SwZGE=",0,0,0,0,0,100,0,0,0,0,0,0
"2796","AAQDICIxMoA=",0,0,0,0,100,0,0,0,0,0,0,0
"2797","AAQQYPIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2798","j0GKVZ/U/mE=",0,0,0,0,100,0,0,0,0,0,0,0
"2799","AAQGJSIxMoA=",0,0,0,100,0,0,0,0,0,0,0,0
"2800","tsIqryniiWE=",0,0,0,0,0,0,100,0,0,0,0,0
"2801","AASdePIxNoA=",0,0,0,0,0,61.5384615384615,38.4615384615385,0,0,0,0,0
"2802","cdX01A2H72E=",0,20.9302325581395,0,0,0,0,0,0,79.0697674418605,0,0,0
"2803","AAQBAIIBEAE=",0,0,0,0,0,0,0,100,0,0,0,0
"2804","AAQAAAIBEAA=",0,0,0,0,0,0,0,0,0,0,0,100
"2805","AARoMPIxNoA=",0,0,0,0,0,0,0,0,0,100,0,0
"2806","AASIaPIxNoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2807","AASMMfIxNoA=",0,0,0,0,0,0,0,60.7843137254902,39.2156862745098,0,0,0
"2808","AAQCeWIBNAA=",0,0,0,0,0,0,0,0,0,0,0,100
"2809","2HmL3fQNb2E=",0,0,0,0,0,17.3333333333333,0,19.5555555555556,0,63.1111111111111,0,0
"2810","AATWZvIxNoA=",0,0,0,0,0,0,0,40.9836065573771,59.0163934426229,0,0,0
"2811","AAQDAvIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2812","AAQLQPIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2813","AATplCp1M4A=",0,0,0,0,100,0,0,0,0,0,0,0
"2814","AAQ0lip1M4A=",0,0,0,0,60.7142857142857,0,0,0,39.2857142857143,0,0,0
"2815","AASQKCIxMoA=",100,0,0,0,0,0,0,0,0,0,0,0
"2816","AAQJSvIxNoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2817","AARgCiIxMoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2818","AAQJYPIxNoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2819","AAQhYPIxNoA=",0,100,0,0,0,0,0,0,0,0,0,0
"2820","AARJIPIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2821","AAROa/IxNoA=",0,0,0,0,0,0,0,32.8125,67.1875,0,0,0
"2822","AAQSKfIxNoA=",0,0,0,100,0,0,0,0,0,0,0,0
"2823","AAQiKfIxNoA=",0,0,0,100,0,0,0,0,0,0,0,0
"2824","AASEIPIxNoA=",0,0,0,100,0,0,0,0,0,0,0,0
"2825","AAQSAPIxNoA=",0,0,0,100,0,0,0,0,0,0,0,0
"2826","AARGK/IxNoA=",12.4528301886792,0,0,0,23.3962264150943,0,20.377358490566,13.9622641509434,29.811320754717,0,0,0
"2827","AARu1yp1M4A=",0,0,100,0,0,0,0,0,0,0,0,0
"2828","AATdlCp1M4A=",0,0,0,100,0,0,0,0,0,0,0,0
"2829","QpUrqj2JhmE=",0,0,0,56.0526315789474,0,31.0526315789474,0,0,12.8947368421053,0,0,0
"2830","AATHX/IxNoA=",0,0,0,89.2857142857143,0,0,0,10.7142857142857,0,0,0,0
"2831","AAQucPIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2832","AASncPIxNoA=",0,0,0,0,0,0,0,0,100,0,0,0
"2833","AAS7X/IxNoA=",0,0,0,33.6405529953917,52.5345622119816,0,13.8248847926267,0,0,0,0,0
"2834","AnyZukDBlWE=",0,0,0,0,0,0,0,0,100,0,0,0
"2835","AATVMvIxNoA=",0,0,0,0,26.5957446808511,0,25.531914893617,21.2765957446809,26.5957446808511,0,0,0
"2836","AAQ7vCp1M4A=",13.5135135135135,0,0,12.6126126126126,0,15.3153153153153,20.7207207207207,33.3333333333333,0,0,4.5045045045045,0
"2837","AASuQPIxNoA=",0,0,0,0,0,0,52.2727272727273,36.3636363636364,11.3636363636364,0,0,0
"2838","AARKIvIxNoA=",0,0,0,0,0,0,0,89.8989898989899,6.06060606060606,0,0,4.04040404040404
"2839","AARAAyIxMoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2840","AAQEgCp1M4A=",0,0,0,0,0,0,0,0,0,0,0,100
"2841","AATQCCIxMoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2842","AABQgCpFMgA=",0,0,0,0,0,0,0,100,0,0,0,0
"2843","AAABgCrEQAE=",0,0,0,0,0,0,0,0,100,0,0,0
