"","UserId","0h-2h","2h-4h","4h-6h","6h-8h","8h-10h","10h-12h","12h-14h","14h-16h","16h-18h","18h-20h","20h-22h","22h-0h"
"1318","AATgJ/IxNoA=",0,0,0,2.22222222222222,0,71.1111111111111,26.6666666666667,0,0,0,0,0
"1319","AAQocvIxNoE=",0,0.394088669950739,0,5.32019704433498,4.43349753694581,3.05418719211823,27.5369458128079,13.4975369458128,31.1330049261084,14.6305418719212,0,0
"1320","pHw48iOD+WE=",0,0,0,0,0,0,65.546218487395,0,34.453781512605,0,0,0
"1321","AAR2TfIxNoA=",0,0,0,0,0,6.86567164179105,0,29.8507462686567,0,0,63.2835820895522,0
"1322","AAQAIPIxNoA=",0,0,0,0,0,100,0,0,0,0,0,0
"1323","AAQoYvIxNoE=",0,0,0,0,0,0,0,0,0,0,0,100
"1324","AAT6KPIxNoA=",0,0,0,0,35.3365384615385,18.75,0,8.41346153846154,10.0961538461538,27.4038461538462,0,0
"1325","AAROWPIxNoA=",0,0,0,4.70588235294118,51.1764705882353,0,34.1176470588235,10,0,0,0,0
"1326","AADyICIhAAA=",0,0,0,0,0,0,0,0,0,0,0,100
"1327","AARQ7CrESIA=",0,0,6.2015503875969,10.594315245478,13.953488372093,0,0,31.5245478036176,23.7726098191214,13.953488372093,0,0
"1328","AAS7PfIxNoA=",0,0,0,0,28.476821192053,0,0,23.1788079470199,48.3443708609271,0,0,0
"1329","AAS6X/IxNoA=",0,0,0,26.7441860465116,47.6744186046512,8.13953488372093,10.4651162790698,0,6.97674418604651,0,0,0
"1330","3s7oaVNkfmE=",0,0,0,52.1739130434783,0,0,0,23.9130434782609,0,23.9130434782609,0,0
"1331","AATsVPIxNoA=",0,0,0,47.3684210526316,0,0,52.6315789473684,0,0,0,0,0
"1332","AAR0OPIxNoA=",0,0,0,0,35.1351351351351,26.1261261261261,0,38.7387387387387,0,0,0,0
"1333","AAR7dfIxNoA=",0,0,0,19.7478991596639,57.563025210084,0.420168067226891,2.10084033613445,17.2268907563025,2.94117647058824,0,0,0
"1334","AARLLvIxNoA=",16.9811320754717,0,0,16.9811320754717,15.0943396226415,33.9622641509434,0,16.9811320754717,0,0,0,0
"1335","AAT+TvIxNoA=",0,0,0,12.4721603563474,13.3630289532294,7.79510022271715,27.9510022271715,12.4721603563474,25.9465478841871,0,0,0
"1336","AAQCcPIxNoE=",0,0,0,0,0,0,0,54.320987654321,45.679012345679,0,0,0
"1337","AARIyyrESIA=",0,0,0,0,5.12820512820513,0,0,5.12820512820513,89.7435897435897,0,0,0
